gender,race,age,Calendar Year,Attrition,hire_date
1,7,1,2016,1,1428937200
1,7,1,2017,1,1428937200
1,7,1,2018,1,1428937200
1,7,4,2015,0,1428764400
1,7,4,2016,0,1428764400
1,7,4,2017,0,1428764400
1,7,4,2018,0,1428764400
1,7,4,2017,0,1488034800
1,7,4,2018,0,1488034800
0,7,4,2015,0,1445698800
0,7,4,2016,0,1445698800
0,7,4,2017,0,1445698800
0,7,4,2018,0,1445698800
1,7,0,2016,1,1480777200
1,7,0,2017,1,1480777200
1,7,0,2018,1,1480777200
1,7,1,2017,0,1513436400
1,7,1,2018,0,1513436400
1,7,1,2017,0,1498921200
1,7,2,2018,0,1498921200
1,7,3,2018,1,1541430000
0,7,1,2018,0,1530370800
1,7,1,2019,0,1551106800
1,7,4,2019,0,1572706800
1,7,3,2019,0,1564239600
1,7,4,2019,0,1488034800
1,7,4,2019,0,1428764400
1,7,2,2019,0,1498921200
1,7,1,2019,0,1513436400
1,7,4,2019,0,1393686000
1,7,3,2019,0,1356879600
1,7,5,2019,1,1356879600
1,7,2,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,5,2019,0,1398524400
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,5,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,5,2019,1,1356879600
1,7,3,2019,0,1356879600
1,7,5,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
0,7,1,2019,0,1530370800
0,7,4,2019,0,1445698800
0,7,4,2019,0,1413039600
0,7,1,2019,0,1448118000
0,7,2,2019,0,1356879600
0,7,4,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,2,2019,0,1356879600
0,7,5,2019,0,1376751600
0,7,3,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,4,2019,1,1356879600
0,7,4,2019,0,1356879600
0,7,4,2019,0,1356879600
0,7,5,2019,0,1356879600
0,7,4,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,3,2019,0,1356879600
0,7,4,2019,0,1356879600
1,7,4,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,5,2020,1,1356879600
1,7,3,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,3,2020,0,1356879600
0,7,3,2020,0,1356879600
0,7,4,2020,0,1356879600
0,7,5,2020,0,1356879600
0,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,5,2020,1,1356879600
0,7,4,2020,0,1356879600
0,7,4,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,4,2020,0,1356879600
0,7,3,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,5,2020,0,1356879600
0,7,3,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,3,2020,0,1356879600
0,7,3,2020,0,1356879600
1,7,4,2020,0,1356879600
0,7,2,2020,0,1356879600
1,7,4,2020,0,1356879600
0,7,3,2020,0,1356879600
0,7,3,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,4,2020,0,1356879600
1,7,2,2020,0,1356879600
0,7,2,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,3,2020,0,1356879600
0,7,5,2020,1,1376751600
1,7,5,2020,0,1398524400
1,7,4,2020,0,1393686000
0,7,1,2020,0,1448118000
0,7,4,2020,0,1413039600
1,7,4,2020,0,1428764400
1,7,5,2020,0,1488034800
0,7,4,2020,0,1445698800
1,7,1,2020,0,1513436400
1,7,2,2020,0,1498921200
1,7,3,2020,0,1564239600
1,7,4,2020,0,1572706800
1,7,2,2020,0,1578754800
1,7,4,2020,0,1581174000
1,7,3,2020,1,1583593200
0,7,1,2020,0,1530370800
1,7,1,2020,0,1551106800
1,1,3,2013,0,1356879600
1,1,3,2014,0,1356879600
1,1,4,2015,0,1356879600
1,1,4,2016,0,1356879600
1,1,4,2017,0,1356879600
1,1,4,2018,0,1356879600
1,1,4,2019,0,1356879600
1,1,4,2020,0,1356879600
1,2,3,2013,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,4,2015,1,1356879600
1,7,4,2016,1,1356879600
1,7,4,2017,1,1356879600
1,7,4,2018,1,1356879600
1,7,3,2013,1,1356879600
1,7,3,2014,1,1356879600
1,7,3,2015,1,1356879600
1,7,3,2016,1,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,1,2018,0,1356879600
1,7,5,2017,0,1410620400
1,7,5,2018,0,1410620400
1,7,3,2017,0,1502550000
1,7,3,2018,0,1502550000
1,7,1,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,1,1356879600
1,7,3,2019,0,1502550000
1,7,1,2019,0,1356879600
1,7,5,2019,0,1410620400
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,1,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,5,2020,0,1410620400
1,7,3,2020,0,1502550000
1,1,1,2013,1,1356879600
0,1,4,2018,0,1518274800
1,1,3,2019,0,1555772400
0,1,4,2019,0,1518274800
0,1,4,2020,0,1518274800
1,1,3,2020,0,1555772400
1,2,4,2013,1,1356879600
1,2,4,2014,1,1356879600
1,2,4,2015,1,1356879600
1,2,4,2016,1,1356879600
1,2,2,2013,1,1356879600
1,2,2,2014,1,1356879600
1,2,2,2015,1,1356879600
1,2,2,2016,1,1356879600
1,2,3,2017,1,1356879600
1,2,3,2018,1,1356879600
1,2,1,2015,1,1446908400
1,2,1,2016,1,1446908400
1,2,1,2017,1,1446908400
1,2,4,2017,1,1490454000
1,2,3,2017,0,1492873200
1,2,3,2018,0,1492873200
1,2,0,2018,0,1529161200
1,2,3,2019,0,1556982000
1,2,0,2019,0,1529161200
1,2,3,2019,0,1492873200
1,2,3,2020,0,1492873200
1,2,0,2020,0,1529161200
1,2,3,2020,0,1556982000
1,3,3,2013,0,1356879600
1,3,4,2014,0,1356879600
1,3,4,2015,0,1356879600
1,3,4,2016,0,1356879600
1,3,4,2017,0,1356879600
1,3,4,2018,0,1356879600
1,3,1,2013,0,1356879600
1,3,1,2014,0,1356879600
1,3,2,2015,0,1356879600
1,3,2,2016,0,1356879600
1,3,2,2017,0,1356879600
1,3,2,2018,0,1356879600
1,3,1,2013,1,1356879600
1,3,0,2014,0,1392476400
1,3,0,2015,0,1392476400
1,3,1,2016,0,1392476400
1,3,1,2017,0,1392476400
1,3,4,2016,1,1452956400
1,3,4,2017,1,1452956400
1,3,4,2018,1,1452956400
1,3,4,2015,1,1439650800
1,3,4,2016,1,1439650800
1,3,4,2017,1,1439650800
1,3,1,2015,0,1448118000
1,3,1,2016,0,1448118000
1,3,1,2017,0,1448118000
1,3,1,2018,0,1448118000
1,3,3,2016,0,1457794800
1,3,3,2017,0,1457794800
1,3,3,2018,0,1457794800
1,3,1,2017,0,1490454000
1,3,1,2018,0,1490454000
1,3,0,2018,0,1526742000
1,3,1,2019,0,1526742000
1,3,2,2019,0,1566658800
1,3,2,2019,0,1561820400
1,3,1,2019,1,1561820400
1,3,0,2019,0,1561820400
1,3,1,2019,0,1490454000
1,3,3,2019,0,1457794800
1,3,1,2019,1,1448118000
1,3,2,2019,0,1356879600
1,3,4,2019,0,1356879600
1,3,4,2020,0,1356879600
1,3,2,2020,0,1356879600
1,3,1,2020,0,1448118000
1,3,3,2020,0,1457794800
1,3,1,2020,0,1490454000
1,3,1,2020,0,1561820400
1,3,1,2020,0,1561820400
1,3,2,2020,0,1561820400
1,3,2,2020,1,1566658800
1,3,1,2020,0,1526742000
1,6,3,2014,1,1414249200
1,6,3,2015,1,1414249200
1,6,4,2018,0,1473519600
1,6,2,2017,0,1490454000
1,6,2,2018,0,1490454000
1,6,3,2017,0,1491663600
1,6,3,2018,0,1491663600
1,6,0,2017,0,1496502000
1,6,0,2018,0,1496502000
1,6,5,2019,0,1473519600
1,6,0,2019,0,1496502000
1,6,3,2019,0,1491663600
1,6,2,2019,0,1490454000
1,6,5,2020,0,1473519600
1,6,2,2020,0,1490454000
1,6,3,2020,0,1491663600
1,6,0,2020,0,1496502000
1,7,5,2013,1,1356879600
1,7,5,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,4,2015,1,1356879600
1,7,4,2016,1,1356879600
1,7,4,2017,1,1356879600
1,7,4,2018,1,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,5,2013,1,1356879600
1,7,5,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,5,2016,1,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,4,2015,1,1356879600
1,7,4,2016,1,1356879600
1,7,5,2017,1,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
0,7,4,2013,1,1356879600
0,7,4,2014,1,1356879600
0,7,4,2015,1,1356879600
0,7,4,2016,1,1356879600
0,7,4,2017,1,1356879600
1,7,3,2013,1,1356879600
1,7,3,2014,1,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,4,2015,1,1356879600
1,7,4,2016,1,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,5,2013,1,1356879600
1,7,5,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,5,2016,1,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,4,2015,1,1356879600
1,7,4,2016,1,1356879600
1,7,4,2017,1,1356879600
1,7,4,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,3,2018,0,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,3,2013,1,1356879600
1,7,3,2014,1,1356879600
1,7,3,2015,1,1356879600
1,7,3,2016,1,1356879600
1,7,3,2013,0,1356879600
1,7,4,2014,0,1356879600
1,7,4,2015,0,1356879600
1,7,4,2016,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,3,2013,0,1356879600
1,7,3,2014,0,1356879600
1,7,3,2015,0,1356879600
1,7,3,2016,0,1356879600
1,7,3,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,3,2013,1,1356879600
1,7,3,2014,1,1356879600
1,7,3,2015,1,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,4,2017,0,1356879600
1,7,4,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2013,1,1356879600
1,7,1,2014,1,1356879600
1,7,1,2015,1,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,1,2013,1,1356879600
1,7,1,2014,1,1356879600
1,7,1,2015,1,1356879600
1,7,1,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,0,2013,1,1356879600
1,7,0,2014,1,1356879600
1,7,0,2015,1,1356879600
1,7,1,2013,0,1356879600
1,7,1,2014,0,1356879600
1,7,1,2015,0,1356879600
1,7,1,2016,0,1356879600
1,7,1,2017,0,1356879600
1,7,1,2018,0,1356879600
1,7,0,2013,1,1356879600
1,7,0,2014,1,1356879600
1,7,1,2015,1,1356879600
1,7,1,2016,1,1356879600
1,7,1,2013,0,1363532400
1,7,1,2014,0,1363532400
1,7,1,2015,0,1363532400
1,7,1,2016,0,1363532400
1,7,1,2017,0,1363532400
1,7,2,2018,0,1363532400
1,7,1,2015,0,1445698800
1,7,1,2016,0,1445698800
1,7,1,2017,0,1445698800
1,7,1,2018,0,1445698800
1,7,1,2015,1,1429974000
1,7,1,2016,1,1429974000
1,7,2,2017,1,1429974000
1,7,1,2015,1,1446908400
1,7,1,2016,1,1446908400
1,7,1,2016,0,1451746800
1,7,1,2017,0,1451746800
1,7,1,2018,0,1451746800
1,7,4,2016,0,1455375600
1,7,4,2017,0,1455375600
1,7,4,2018,0,1455375600
1,7,1,2016,0,1473519600
1,7,1,2017,0,1473519600
1,7,1,2018,0,1473519600
0,7,4,2016,0,1478358000
0,7,5,2017,0,1478358000
0,7,5,2018,0,1478358000
1,7,0,2017,0,1490454000
1,7,0,2018,0,1490454000
1,7,0,2017,1,1491663600
1,7,4,2017,0,1507388400
1,7,4,2018,0,1507388400
1,7,1,2018,0,1526742000
1,7,1,2018,0,1527951600
1,7,2,2018,0,1532790000
1,7,2,2019,0,1566658800
1,7,1,2019,0,1563030000
1,7,3,2019,0,1532790000
1,7,1,2019,0,1527951600
1,7,1,2019,0,1526742000
1,7,4,2019,0,1507388400
1,7,1,2019,0,1473519600
1,7,4,2019,0,1455375600
1,7,1,2019,0,1451746800
1,7,0,2019,0,1490454000
1,7,1,2019,0,1445698800
1,7,2,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,2,2019,0,1363532400
1,7,1,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,1,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,2,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,4,2019,0,1356879600
1,7,3,2019,0,1356879600
1,7,4,2019,1,1356879600
1,7,4,2019,1,1356879600
1,7,3,2019,0,1356879600
0,7,3,2019,0,1566658800
0,7,5,2019,0,1478358000
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,5,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,3,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,1,2020,0,1356879600
1,7,4,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,2,2020,0,1356879600
1,7,1,2020,0,1356879600
1,7,2,2020,0,1363532400
1,7,1,2020,0,1445698800
1,7,1,2020,0,1451746800
1,7,4,2020,0,1455375600
1,7,1,2020,0,1473519600
0,7,5,2020,0,1478358000
1,7,0,2020,0,1490454000
1,7,4,2020,0,1507388400
1,7,1,2020,0,1526742000
1,7,1,2020,0,1527951600
1,7,3,2020,0,1532790000
1,7,1,2020,1,1563030000
1,7,2,2020,0,1566658800
0,7,3,2020,0,1566658800
1,7,3,2020,1,1578754800
1,7,2,2020,1,1583593200
1,7,0,2020,0,1593270000
1,7,4,2020,0,1599490800
0,1,1,2013,0,1356879600
0,1,1,2014,0,1356879600
0,1,1,2015,0,1356879600
0,1,2,2016,0,1356879600
0,1,2,2017,0,1356879600
0,1,2,2018,0,1356879600
0,1,1,2014,1,1393686000
0,1,1,2015,1,1393686000
0,1,1,2016,1,1393686000
0,1,1,2017,1,1393686000
0,1,1,2018,1,1393686000
1,1,2,2017,0,1408201200
1,1,2,2018,0,1408201200
1,1,1,2018,0,1542466800
1,1,1,2019,1,1542466800
1,1,2,2019,0,1408201200
0,1,2,2019,0,1356879600
0,1,2,2020,0,1356879600
1,1,2,2020,0,1408201200
1,1,1,2020,0,1542466800
1,2,2,2013,0,1364655600
1,2,2,2014,0,1364655600
1,2,2,2015,0,1364655600
1,2,2,2016,0,1364655600
1,2,2,2017,0,1364655600
1,2,2,2018,0,1364655600
1,2,0,2018,0,1517065200
0,2,3,2014,1,1413039600
0,2,3,2015,1,1413039600
0,2,1,2014,1,1414249200
0,2,1,2015,1,1414249200
0,2,2,2016,1,1414249200
0,2,2,2017,1,1414249200
0,2,2,2018,1,1414249200
1,2,2,2019,0,1364655600
1,2,0,2019,0,1517065200
0,3,3,2014,0,1414249200
0,3,4,2015,0,1414249200
0,3,4,2016,0,1414249200
0,3,4,2017,0,1414249200
0,3,4,2018,0,1414249200
0,3,4,2013,1,1356879600
1,3,2,2013,0,1356879600
1,3,2,2014,0,1356879600
1,3,2,2015,0,1356879600
1,3,2,2016,0,1356879600
1,3,2,2017,0,1356879600
1,3,2,2018,0,1356879600
0,3,2,2015,0,1356879600
0,3,2,2016,0,1356879600
0,3,2,2017,0,1356879600
0,3,2,2018,0,1356879600
1,3,0,2016,0,1461423600
1,3,0,2017,0,1461423600
1,3,1,2018,0,1461423600
1,3,4,2018,0,1475938800
0,3,2,2013,0,1364655600
0,3,2,2014,0,1364655600
0,3,2,2015,0,1364655600
0,3,2,2016,0,1364655600
0,3,2,2017,0,1364655600
0,3,2,2018,0,1364655600
1,3,1,2013,0,1364655600
1,3,1,2014,0,1364655600
1,3,1,2015,0,1364655600
1,3,1,2016,0,1364655600
1,3,1,2017,0,1364655600
1,3,1,2018,0,1364655600
0,3,2,2013,0,1380380400
0,3,2,2014,0,1380380400
0,3,1,2016,0,1468681200
0,3,1,2017,0,1468681200
0,3,1,2018,0,1468681200
1,3,4,2019,0,1475938800
1,3,1,2019,0,1461423600
1,3,2,2019,0,1356879600
1,3,1,2019,0,1364655600
0,3,1,2019,0,1468681200
0,3,2,2019,0,1356879600
0,3,2,2019,0,1364655600
0,3,4,2019,0,1414249200
0,3,4,2020,0,1414249200
0,3,2,2020,0,1356879600
1,3,4,2020,0,1475938800
0,3,2,2020,0,1364655600
0,3,1,2020,0,1468681200
0,3,1,2020,0,1588431600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2018,0,1356879600
0,7,3,2013,0,1356879600
0,7,3,2014,0,1356879600
0,7,3,2015,0,1356879600
0,7,3,2016,0,1356879600
0,7,3,2017,0,1356879600
0,7,5,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,5,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
1,7,4,2013,1,1356879600
1,7,4,2014,1,1356879600
1,7,5,2015,1,1356879600
1,7,5,2016,1,1356879600
1,7,5,2017,1,1356879600
1,7,5,2018,1,1356879600
0,7,5,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,4,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,5,2013,1,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,4,2016,0,1356879600
0,7,4,2017,0,1356879600
0,7,4,2018,0,1356879600
0,7,2,2013,1,1356879600
0,7,2,2014,1,1356879600
0,7,4,2013,1,1356879600
0,7,4,2014,1,1356879600
0,7,3,2018,0,1356879600
0,7,4,2013,1,1356879600
0,7,4,2014,1,1356879600
0,7,4,2015,1,1356879600
0,7,2,2013,0,1356879600
0,7,2,2014,0,1356879600
0,7,2,2015,0,1356879600
0,7,2,2016,0,1356879600
0,7,3,2017,0,1356879600
0,7,3,2018,0,1356879600
0,7,5,2013,1,1356879600
0,7,5,2014,1,1356879600
0,7,5,2015,1,1356879600
0,7,5,2016,1,1356879600
0,7,4,2013,1,1356879600
0,7,5,2014,1,1356879600
0,7,5,2015,1,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,4,2016,0,1356879600
0,7,4,2017,0,1356879600
0,7,4,2018,0,1356879600
0,7,5,2013,1,1356879600
0,7,5,2014,1,1356879600
0,7,2,2014,0,1413039600
0,7,2,2015,0,1413039600
0,7,2,2016,0,1413039600
0,7,2,2017,0,1413039600
0,7,2,2018,0,1413039600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,3,2013,1,1356879600
0,7,3,2014,1,1356879600
0,7,3,2015,1,1356879600
0,7,3,2016,1,1356879600
0,7,4,2017,1,1356879600
0,7,5,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,4,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,4,2013,0,1356879600
0,7,4,2014,0,1356879600
0,7,4,2015,0,1356879600
0,7,4,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,4,2013,0,1356879600
0,7,5,2014,0,1356879600
0,7,5,2015,0,1356879600
0,7,5,2016,0,1356879600
0,7,5,2017,0,1356879600
0,7,5,2018,0,1356879600
0,7,3,2013,1,1356879600
0,7,5,2013,1,1356879600
0,7,5,2014,1,1356879600
0,7,5,2015,1,1356879600
0,7,5,2016,1,1356879600
0,7,5,2017,1,1356879600
0,7,5,2013,1,1356879600
0,7,2,2013,0,1356879600
0,7,2,2014,0,1356879600
0,7,2,2015,0,1356879600
0,7,2,2016,0,1356879600
0,7,3,2017,0,1356879600
0,7,3,2018,0,1356879600
1,7,1,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
1,7,2,2013,0,1356879600
1,7,2,2014,0,1356879600
1,7,2,2015,0,1356879600
1,7,2,2016,0,1356879600
1,7,2,2017,0,1356879600
1,7,2,2018,0,1356879600
0,7,5,2017,0,1356879600
0,7,4,2013,0,1356879600
